,MAC,nbAPConnected,coToAdmin,coToAcademic,coToSocial,coToLibrary,coToResidential,only Academic or Admin,is Night,is Weekend
1318,003065957840,0,0,0,0,0,0,1,0.0,0.0
1319,00022d30ecb4,0,0,0,0,0,0,1,0.0,0.0
1320,00022d4cadb6,0,0,0,0,0,0,1,0.0,0.0
1321,00022d933edb,0,0,0,0,0,0,1,0.0,0.0
1322,00022db81d32,0,0,0,0,0,0,1,0.0,0.0
1323,004096ca17aa,0,0,0,0,0,0,1,0.0,0.0
1324,003065d0c801,0,0,0,0,0,0,1,0.0,0.0
1325,00022d8d00c4,0,0,0,0,0,0,1,0.0,0.0
1326,00022d39bd42,0,0,0,0,0,0,1,0.0,0.0
1327,00022d2c4c18,0,0,0,0,0,0,1,0.0,0.0
1328,00022d264215,0,0,0,0,0,0,1,0.0,0.0
1329,00070ee12022,0,0,0,0,0,0,1,0.0,0.0
1330,003065bf0507,0,0,0,0,0,0,1,0.0,0.0
1331,00022d36d7da,0,0,0,0,0,0,1,0.0,0.0
1332,003065f10b3c,0,0,0,0,0,0,1,0.0,0.0
1333,00306597ca2b,0,0,0,0,0,0,1,0.0,0.0
1334,00022d4ec965,0,0,0,0,0,0,1,0.0,0.0
1335,00022dfb691c,0,0,0,0,0,0,1,0.0,0.0
1336,003065a96498,0,0,0,0,0,0,1,0.0,0.0
1337,00022dfbbf07,0,0,0,0,0,0,1,0.0,0.0
1338,003065a3ea1c,0,0,0,0,0,0,1,0.0,0.0
1339,00022d6a8a20,0,0,0,0,0,0,1,0.0,0.0
1340,00022d5e8bd7,0,0,0,0,0,0,1,0.0,0.0
1341,00022d14067c,0,0,0,0,0,0,1,0.0,0.0
1342,00022d504a18,0,0,0,0,0,0,1,0.0,0.0
1343,00022de139a3,0,0,0,0,0,0,1,0.0,0.0
1344,00022d063698,0,0,0,0,0,0,1,0.0,0.0
1345,00409601e273,0,0,0,0,0,0,1,0.0,0.0
1346,0030655d2b92,0,0,0,0,0,0,1,0.0,0.0
1347,00022d7d21f1,0,0,0,0,0,0,1,0.0,0.0
1348,004096b28975,0,0,0,0,0,0,1,0.0,0.0
1349,00022d2868d3,0,0,0,0,0,0,1,0.0,0.0
1350,00022d9e7e3c,0,0,0,0,0,0,1,0.0,0.0
1351,003065a5136e,0,0,0,0,0,0,1,0.0,0.0
1352,00022d6a7e95,0,0,0,0,0,0,1,0.0,0.0
1353,00022dddcf4c,0,0,0,0,0,0,1,0.0,0.0
1354,00022d19378f,0,0,0,0,0,0,1,0.0,0.0
1355,003065ccbe52,0,0,0,0,0,0,1,0.0,0.0
1356,00022d8b79e6,0,0,0,0,0,0,1,0.0,0.0
1357,00022d691e69,0,0,0,0,0,0,1,0.0,0.0
1358,00022d139d10,0,0,0,0,0,0,1,0.0,0.0
1359,00022def6910,0,0,0,0,0,0,1,0.0,0.0
1360,00022d1990f9,0,0,0,0,0,0,1,0.0,0.0
1361,00070e5add1f,0,0,0,0,0,0,1,0.0,0.0
1362,00070e0f5807,0,0,0,0,0,0,1,0.0,0.0
1363,00022d1967ef,0,0,0,0,0,0,1,0.0,0.0
1364,00022d0a08ec,0,0,0,0,0,0,1,0.0,0.0
1365,00022d4698b0,0,0,0,0,0,0,1,0.0,0.0
1366,00022d30024c,0,0,0,0,0,0,1,0.0,0.0
1367,00409676679e,0,0,0,0,0,0,1,0.0,0.0
1368,00070ec62062,0,0,0,0,0,0,1,0.0,0.0
1369,00022db78d37,0,0,0,0,0,0,1,0.0,0.0
1370,00306529e494,0,0,0,0,0,0,1,0.0,0.0
1371,00070e661235,0,0,0,0,0,0,1,0.0,0.0
1372,00022ddc299a,0,0,0,0,0,0,1,0.0,0.0
1373,00070e0a9409,0,0,0,0,0,0,1,0.0,0.0
1374,00022dc91696,0,0,0,0,0,0,1,0.0,0.0
1375,00022d1d5157,0,0,0,0,0,0,1,0.0,0.0
1376,004096e08609,0,0,0,0,0,0,1,0.0,0.0
1377,00022d7c0c1f,0,0,0,0,0,0,1,0.0,0.0
1378,00022df11cfc,0,0,0,0,0,0,1,0.0,0.0
1379,00022d127c74,0,0,0,0,0,0,1,0.0,0.0
1380,0030658cce2b,0,0,0,0,0,0,1,0.0,0.0
1381,00022ddc32c9,0,0,0,0,0,0,1,0.0,0.0
1382,003065537e86,0,0,0,0,0,0,1,0.0,0.0
1383,00409657b171,0,0,0,0,0,0,1,0.0,0.0
1384,00070e4937a5,0,0,0,0,0,0,1,0.0,0.0
1385,00070ea0bf54,0,0,0,0,0,0,1,0.0,0.0
1386,00022d159cd9,0,0,0,0,0,0,1,0.0,0.0
1387,00601df6d782,0,0,0,0,0,0,1,0.0,0.0
1388,00022daf4085,0,0,0,0,0,0,1,0.0,0.0
1389,00070ed3e063,0,0,0,0,0,0,1,0.0,0.0
1390,00070e09ecbb,0,0,0,0,0,0,1,0.0,0.0
1391,00022de21c87,0,0,0,0,0,0,1,0.0,0.0
1392,003065ff5016,0,0,0,0,0,0,1,0.0,0.0
1393,00070eb92ba1,0,0,0,0,0,0,1,0.0,0.0
1394,00022d25798d,0,0,0,0,0,0,1,0.0,0.0
1395,00022d433965,0,0,0,0,0,0,1,0.0,0.0
1396,00022dd21e73,0,0,0,0,0,0,1,0.0,0.0
1397,004096153bc6,0,0,0,0,0,0,1,0.0,0.0
1398,00022daff6d3,0,0,0,0,0,0,1,0.0,0.0
1399,0030654b4bcc,0,0,0,0,0,0,1,0.0,0.0
1400,00022d6a0c0e,0,0,0,0,0,0,1,0.0,0.0
1401,0030657dfb86,0,0,0,0,0,0,1,0.0,0.0
1402,00022d0b8e07,0,0,0,0,0,0,1,0.0,0.0
1403,00022de2d8c4,0,0,0,0,0,0,1,0.0,0.0
1404,00070ec8fba1,0,0,0,0,0,0,1,0.0,0.0
1405,00045a297f4f,0,0,0,0,0,0,1,0.0,0.0
1406,00022d02712d,0,0,0,0,0,0,1,0.0,0.0
1407,004096ef0b0b,0,0,0,0,0,0,1,0.0,0.0
1408,00022decf078,0,0,0,0,0,0,1,0.0,0.0
1409,0030ab1de3f9,0,0,0,0,0,0,1,0.0,0.0
1410,00070e2630cc,0,0,0,0,0,0,1,0.0,0.0
1411,00070e658395,0,0,0,0,0,0,1,0.0,0.0
1412,00022dabfd9c,0,0,0,0,0,0,1,0.0,0.0
1413,00022d04c12e,0,0,0,0,0,0,1,0.0,0.0
1414,0030656b4565,0,0,0,0,0,0,1,0.0,0.0
1415,0040961ec61a,0,0,0,0,0,0,1,0.0,0.0
1416,0040965de39e,0,0,0,0,0,0,1,0.0,0.0
1417,00022d461349,0,0,0,0,0,0,1,0.0,0.0
1418,00306532f97e,0,0,0,0,0,0,1,0.0,0.0
1419,00070ec2ba8d,0,0,0,0,0,0,1,0.0,0.0
1420,00070e33210f,0,0,0,0,0,0,1,0.0,0.0
1421,00022daabc58,0,0,0,0,0,0,1,0.0,0.0
1422,00070efdbeae,0,0,0,0,0,0,1,0.0,0.0
1423,00022d43595c,0,0,0,0,0,0,1,0.0,0.0
1424,00022de33e30,0,0,0,0,0,0,1,0.0,0.0
1425,00022d47468b,0,0,0,0,0,0,1,0.0,0.0
1426,00022d73151d,0,0,0,0,0,0,1,0.0,0.0
1427,00070ec54833,0,0,0,0,0,0,1,0.0,0.0
1428,003065d7098e,0,0,0,0,0,0,1,0.0,0.0
1429,00022ddcafd5,0,0,0,0,0,0,1,0.0,0.0
1430,00022d542a93,0,0,0,0,0,0,1,0.0,0.0
1431,003065f4341b,0,0,0,0,0,0,1,0.0,0.0
1432,00c04ff0bfac,0,0,0,0,0,0,1,0.0,0.0
1433,003065d38dd7,0,0,0,0,0,0,1,0.0,0.0
1434,00306586db65,0,0,0,0,0,0,1,0.0,0.0
1435,0020e0974f8f,0,0,0,0,0,0,1,0.0,0.0
1436,003065eb4ea4,0,0,0,0,0,0,1,0.0,0.0
1437,003065d0c649,0,0,0,0,0,0,1,0.0,0.0
1438,00070e0ec886,0,0,0,0,0,0,1,0.0,0.0
1439,00070e39486b,0,0,0,0,0,0,1,0.0,0.0
1440,003065953288,0,0,0,0,0,0,1,0.0,0.0
1441,00022d6cee77,0,0,0,0,0,0,1,0.0,0.0
1442,00070edd09c5,0,0,0,0,0,0,1,0.0,0.0
1443,0030656797d4,0,0,0,0,0,0,1,0.0,0.0
1444,00022df2008b,0,0,0,0,0,0,1,0.0,0.0
1445,00022d8c626f,0,0,0,0,0,0,1,0.0,0.0
1446,0030655ac50e,0,0,0,0,0,0,1,0.0,0.0
1447,00070e76a44a,0,0,0,0,0,0,1,0.0,0.0
1448,00022da25397,0,0,0,0,0,0,1,0.0,0.0
1449,00022dae7e8b,0,0,0,0,0,0,1,0.0,0.0
1450,00022d9c12a0,0,0,0,0,0,0,1,0.0,0.0
1451,00022da81ccd,0,0,0,0,0,0,1,0.0,0.0
1452,00070eaa1bc3,0,0,0,0,0,0,1,0.0,0.0
1453,00022d427771,0,0,0,0,0,0,1,0.0,0.0
1454,00306588d15f,0,0,0,0,0,0,1,0.0,0.0
1455,003065632446,0,0,0,0,0,0,1,0.0,0.0
1456,003065c7de33,0,0,0,0,0,0,1,0.0,0.0
1457,003065ad5c16,0,0,0,0,0,0,1,0.0,0.0
1458,00070e826a1e,0,0,0,0,0,0,1,0.0,0.0
1459,00070e5019f8,0,0,0,0,0,0,1,0.0,0.0
1460,00022d30cd9a,0,0,0,0,0,0,1,0.0,0.0
1461,00070e090fa9,0,0,0,0,0,0,1,0.0,0.0
1462,003065333fd0,0,0,0,0,0,0,1,0.0,0.0
1463,00022da4f041,0,0,0,0,0,0,1,0.0,0.0
1464,003065a47b4c,0,0,0,0,0,0,1,0.0,0.0
1465,00022df71ec5,0,0,0,0,0,0,1,0.0,0.0
1466,00022d759265,0,0,0,0,0,0,1,0.0,0.0
1467,00022d9a88d6,0,0,0,0,0,0,1,0.0,0.0
1468,003065575862,0,0,0,0,0,0,1,0.0,0.0
1469,003065c61123,0,0,0,0,0,0,1,0.0,0.0
1470,00022dd97c47,0,0,0,0,0,0,1,0.0,0.0
1471,00022daf15c1,0,0,0,0,0,0,1,0.0,0.0
1472,00022d8af0b6,0,0,0,0,0,0,1,0.0,0.0
1473,00022d7f7a6a,0,0,0,0,0,0,1,0.0,0.0
1474,00022ddd7303,0,0,0,0,0,0,1,0.0,0.0
1475,00022dd0db3c,0,0,0,0,0,0,1,0.0,0.0
1476,00022ddf7d20,0,0,0,0,0,0,1,0.0,0.0
1477,00022d2cef4e,0,0,0,0,0,0,1,0.0,0.0
1478,00022db92a32,0,0,0,0,0,0,1,0.0,0.0
1479,00022d66a632,0,0,0,0,0,0,1,0.0,0.0
1480,00022d690a66,0,0,0,0,0,0,1,0.0,0.0
1481,00022d2fda7a,0,0,0,0,0,0,1,0.0,0.0
1482,00022de0ca86,0,0,0,0,0,0,1,0.0,0.0
1483,00022d3c1b18,0,0,0,0,0,0,1,0.0,0.0
1484,00022d10f23e,0,0,0,0,0,0,1,0.0,0.0
1485,00022dce25e3,0,0,0,0,0,0,1,0.0,0.0
1486,00022d9f9f72,0,0,0,0,0,0,1,0.0,0.0
1487,00022d53a214,0,0,0,0,0,0,1,0.0,0.0
1488,00070e3ba02b,0,0,0,0,0,0,1,0.0,0.0
1489,00022d736c4e,0,0,0,0,0,0,1,0.0,0.0
1490,00070ea71ad6,0,0,0,0,0,0,1,0.0,0.0
1491,00022d67b704,0,0,0,0,0,0,1,0.0,0.0
1492,00022d6bb1c7,0,0,0,0,0,0,1,0.0,0.0
1493,00070e19979c,0,0,0,0,0,0,1,0.0,0.0
1494,00022db1152a,0,0,0,0,0,0,1,0.0,0.0
1495,00022dedee16,0,0,0,0,0,0,1,0.0,0.0
1496,00022d4af699,0,0,0,0,0,0,1,0.0,0.0
1497,00022dbb4783,0,0,0,0,0,0,1,0.0,0.0
1498,00022d46383a,0,0,0,0,0,0,1,0.0,0.0
1499,00022dab028e,0,0,0,0,0,0,1,0.0,0.0
1500,00022d8db8e0,0,0,0,0,0,0,1,0.0,0.0
1501,00022dca3ee8,0,0,0,0,0,0,1,0.0,0.0
1502,003065a3bc9d,0,0,0,0,0,0,1,0.0,0.0
1503,00070e985250,0,0,0,0,0,0,1,0.0,0.0
1504,00022dadd6d1,0,0,0,0,0,0,1,0.0,0.0
1505,00022dd9a64d,0,0,0,0,0,0,1,0.0,0.0
1506,00022db415e4,0,0,0,0,0,0,1,0.0,0.0
1507,00022dded83f,0,0,0,0,0,0,1,0.0,0.0
1508,00022d9a2e21,0,0,0,0,0,0,1,0.0,0.0
1509,00022dc27526,0,0,0,0,0,0,1,0.0,0.0
1510,00070e96e1b7,0,0,0,0,0,0,1,0.0,0.0
1511,00022dcd8f0a,0,0,0,0,0,0,1,0.0,0.0
1512,00022dfb1056,0,0,0,0,0,0,1,0.0,0.0
1513,0030658509df,0,0,0,0,0,0,1,0.0,0.0
1514,00601deaecca,0,0,0,0,0,0,1,0.0,0.0
1515,00022d0f6799,0,0,0,0,0,0,1,0.0,0.0
1516,004096780d5f,0,0,0,0,0,0,1,0.0,0.0
1517,00022d14bbfb,0,0,0,0,0,0,1,0.0,0.0
1518,00022d2e63bc,0,0,0,0,0,0,1,0.0,0.0
1519,00306502e08f,0,0,0,0,0,0,1,0.0,0.0
1520,00070e7f942d,0,0,0,0,0,0,1,0.0,0.0
1521,00022d87bf8d,0,0,0,0,0,0,1,0.0,0.0
1522,00022d4d38ce,0,0,0,0,0,0,1,0.0,0.0
1523,00022d9ade2f,0,0,0,0,0,0,1,0.0,0.0
1524,00022dd59a38,0,0,0,0,0,0,1,0.0,0.0
1525,00070ecf8fcb,0,0,0,0,0,0,1,0.0,0.0
1526,00022d0936e7,0,0,0,0,0,0,1,0.0,0.0
1527,00022dab431e,0,0,0,0,0,0,1,0.0,0.0
1528,00022d415815,0,0,0,0,0,0,1,0.0,0.0
1529,00022df44f43,0,0,0,0,0,0,1,0.0,0.0
1530,00022db1f6cc,0,0,0,0,0,0,1,0.0,0.0
1531,00306561212e,0,0,0,0,0,0,1,0.0,0.0
1532,00022d7988fc,0,0,0,0,0,0,1,0.0,0.0
1533,00070ebc48fa,0,0,0,0,0,0,1,0.0,0.0
1534,00022d3c01c8,0,0,0,0,0,0,1,0.0,0.0
1535,00070e7ba2e8,0,0,0,0,0,0,1,0.0,0.0
1536,00070eb35cc1,0,0,0,0,0,0,1,0.0,0.0
1537,00022d87fad4,0,0,0,0,0,0,1,0.0,0.0
1538,003065e31b43,0,0,0,0,0,0,1,0.0,0.0
1539,00022ddb2d06,0,0,0,0,0,0,1,0.0,0.0
1540,00306524f3a8,0,0,0,0,0,0,1,0.0,0.0
1541,00306525f9ad,0,0,0,0,0,0,1,0.0,0.0
1542,003065bdcb4d,0,0,0,0,0,0,1,0.0,0.0
1543,00306571fbe9,0,0,0,0,0,0,1,0.0,0.0
1544,00070e989a33,0,0,0,0,0,0,1,0.0,0.0
1545,00409661a4d3,0,0,0,0,0,0,1,0.0,0.0
1546,003065f28cff,0,0,0,0,0,0,1,0.0,0.0
1547,0030651e788d,0,0,0,0,0,0,1,0.0,0.0
1548,00070ecb8a6d,0,0,0,0,0,0,1,0.0,0.0
1549,00306507da11,0,0,0,0,0,0,1,0.0,0.0
1550,00022d75c1a7,0,0,0,0,0,0,1,0.0,0.0
1551,0030659e8989,0,0,0,0,0,0,1,0.0,0.0
1552,003065cc7aba,0,0,0,0,0,0,1,0.0,0.0
1553,00022d773d8f,0,0,0,0,0,0,1,0.0,0.0
1554,003065f97eb5,0,0,0,0,0,0,1,0.0,0.0
1555,00022d79852b,0,0,0,0,0,0,1,0.0,0.0
1556,00022dfd63f0,0,0,0,0,0,0,1,0.0,0.0
1557,00022d0e425a,0,0,0,0,0,0,1,0.0,0.0
1558,00022d18cf84,0,0,0,0,0,0,1,0.0,0.0
1559,00022df62952,0,0,0,0,0,0,1,0.0,0.0
1560,003065e6b870,0,0,0,0,0,0,1,0.0,0.0
1561,00601d19cf5a,0,0,0,0,0,0,1,0.0,0.0
1562,00306537d4c4,0,0,0,0,0,0,1,0.0,0.0
1563,003065cc3c97,0,0,0,0,0,0,1,0.0,0.0
1564,0040967002f3,0,0,0,0,0,0,1,0.0,0.0
1565,00022ddb853f,0,0,0,0,0,0,1,0.0,0.0
1566,0030655095ab,0,0,0,0,0,0,1,0.0,0.0
1567,00022d46e361,0,0,0,0,0,0,1,0.0,0.0
1568,00070ec70074,0,0,0,0,0,0,1,0.0,0.0
1569,00022dc2d40b,0,0,0,0,0,0,1,0.0,0.0
1570,00070edf68a0,0,0,0,0,0,0,1,0.0,0.0
1571,00022ddf06cf,0,0,0,0,0,0,1,0.0,0.0
1572,00022d6ac777,0,0,0,0,0,0,1,0.0,0.0
1573,00022d2e5c67,0,0,0,0,0,0,1,0.0,0.0
1574,00070ea4b5ae,0,0,0,0,0,0,1,0.0,0.0
1575,00022d8acfaf,0,0,0,0,0,0,1,0.0,0.0
1576,00022d44cfd6,0,0,0,0,0,0,1,0.0,0.0
1577,00306539928c,0,0,0,0,0,0,1,0.0,0.0
1578,00022d2b6534,0,0,0,0,0,0,1,0.0,0.0
1579,00022d9f4221,0,0,0,0,0,0,1,0.0,0.0
1580,00306534feb4,0,0,0,0,0,0,1,0.0,0.0
1581,0030657436e8,0,0,0,0,0,0,1,0.0,0.0
1582,00022d319a37,0,0,0,0,0,0,1,0.0,0.0
1583,003065bb897f,0,0,0,0,0,0,1,0.0,0.0
1584,00070e68c455,0,0,0,0,0,0,1,0.0,0.0
1585,003065f22bee,0,0,0,0,0,0,1,0.0,0.0
1586,0030655c3627,0,0,0,0,0,0,1,0.0,0.0
1587,00022df7d4b9,0,0,0,0,0,0,1,0.0,0.0
1588,0030655fc199,0,0,0,0,0,0,1,0.0,0.0
1589,00070e96ba46,0,0,0,0,0,0,1,0.0,0.0
1590,00306584d173,0,0,0,0,0,0,1,0.0,0.0
1591,00022dd6da91,0,0,0,0,0,0,1,0.0,0.0
1592,0030658ab5ed,0,0,0,0,0,0,1,0.0,0.0
1593,00022d4a817b,0,0,0,0,0,0,1,0.0,0.0
1594,0030658a1abd,0,0,0,0,0,0,1,0.0,0.0
1595,00070ebc6c6b,0,0,0,0,0,0,1,0.0,0.0
1596,00306518cb5b,0,0,0,0,0,0,1,0.0,0.0
1597,0004e2eee3cb,0,0,0,0,0,0,1,0.0,0.0
1598,00022d5ac099,0,0,0,0,0,0,1,0.0,0.0
1599,00022d376268,0,0,0,0,0,0,1,0.0,0.0
1600,00022d430b40,0,0,0,0,0,0,1,0.0,0.0
1601,00022d3bcef2,0,0,0,0,0,0,1,0.0,0.0
1602,003065c99daf,0,0,0,0,0,0,1,0.0,0.0
1603,00306505e012,0,0,0,0,0,0,1,0.0,0.0
1604,003065a210f7,0,0,0,0,0,0,1,0.0,0.0
1605,003065b1cf71,0,0,0,0,0,0,1,0.0,0.0
1606,00306554a2c0,0,0,0,0,0,0,1,0.0,0.0
1607,0030651979fb,0,0,0,0,0,0,1,0.0,0.0
1608,0030650cf917,0,0,0,0,0,0,1,0.0,0.0
1609,00070e4ce316,0,0,0,0,0,0,1,0.0,0.0
1610,00022d11a505,0,0,0,0,0,0,1,0.0,0.0
1611,0030655aff8a,0,0,0,0,0,0,1,0.0,0.0
1612,0030655b9b55,0,0,0,0,0,0,1,0.0,0.0
1613,00409692150a,0,0,0,0,0,0,1,0.0,0.0
1614,00022d4913dd,0,0,0,0,0,0,1,0.0,0.0
1615,00022dc59424,0,0,0,0,0,0,1,0.0,0.0
1616,00022db25a5a,0,0,0,0,0,0,1,0.0,0.0
1617,004096d1a3d3,0,0,0,0,0,0,1,0.0,0.0
1618,00022dedd222,0,0,0,0,0,0,1,0.0,0.0
1619,00070e36b26f,0,0,0,0,0,0,1,0.0,0.0
1620,00022d616d51,0,0,0,0,0,0,1,0.0,0.0
1621,00022d9cd3a4,0,0,0,0,0,0,1,0.0,0.0
1622,00022d084118,0,0,0,0,0,0,1,0.0,0.0
1623,00022d255ead,0,0,0,0,0,0,1,0.0,0.0
1624,00070e7b8d38,0,0,0,0,0,0,1,0.0,0.0
1625,003065902244,0,0,0,0,0,0,1,0.0,0.0
1626,003065016fe1,0,0,0,0,0,0,1,0.0,0.0
1627,0030654a4a4e,0,0,0,0,0,0,1,0.0,0.0
1628,00022d40dcb2,0,0,0,0,0,0,1,0.0,0.0
1629,003065531d5c,0,0,0,0,0,0,1,0.0,0.0
1630,00022df56e4b,0,0,0,0,0,0,1,0.0,0.0
1631,00022d6cd688,0,0,0,0,0,0,1,0.0,0.0
1632,00022dd9e2c2,0,0,0,0,0,0,1,0.0,0.0
1633,00022d358176,0,0,0,0,0,0,1,0.0,0.0
1634,00022d6386b7,0,0,0,0,0,0,1,0.0,0.0
1635,00022d2f0ffb,0,0,0,0,0,0,1,0.0,0.0
1636,00601d696eec,0,0,0,0,0,0,1,0.0,0.0
1637,003065a244d3,0,0,0,0,0,0,1,0.0,0.0
1638,0005027ba300,0,0,0,0,0,0,1,0.0,0.0
1639,00022d49e0b2,0,0,0,0,0,0,1,0.0,0.0
1640,00022deefe60,0,0,0,0,0,0,1,0.0,0.0
1641,00070ed69ee1,0,0,0,0,0,0,1,0.0,0.0
1642,00070e1cd986,0,0,0,0,0,0,1,0.0,0.0
1643,00022db34b38,0,0,0,0,0,0,1,0.0,0.0
1644,00070e703c25,0,0,0,0,0,0,1,0.0,0.0
1645,00022d17edc5,0,0,0,0,0,0,1,0.0,0.0
1646,00022d92e55b,0,0,0,0,0,0,1,0.0,0.0
1647,00032f850e2a,0,0,0,0,0,0,1,0.0,0.0
1648,00070e90d15a,0,0,0,0,0,0,1,0.0,0.0
1649,00022da66ce3,0,0,0,0,0,0,1,0.0,0.0
1650,00022d47dc58,0,0,0,0,0,0,1,0.0,0.0
1651,0030651d9fe6,0,0,0,0,0,0,1,0.0,0.0
1652,00070ed3f27c,0,0,0,0,0,0,1,0.0,0.0
1653,00022d60639a,0,0,0,0,0,0,1,0.0,0.0
1654,0030651f0d8c,0,0,0,0,0,0,1,0.0,0.0
1655,00306570d7bf,0,0,0,0,0,0,1,0.0,0.0
1656,00022d9b43b3,0,0,0,0,0,0,1,0.0,0.0
1657,00022d930c4c,0,0,0,0,0,0,1,0.0,0.0
1658,00022d82d3e7,0,0,0,0,0,0,1,0.0,0.0
1659,003065b48c4d,0,0,0,0,0,0,1,0.0,0.0
1660,003065194f25,0,0,0,0,0,0,1,0.0,0.0
1661,00022d9d9603,0,0,0,0,0,0,1,0.0,0.0
1662,00022d7bd161,0,0,0,0,0,0,1,0.0,0.0
1663,00022dae172e,0,0,0,0,0,0,1,0.0,0.0
1664,00070eda714c,0,0,0,0,0,0,1,0.0,0.0
1665,0030652fdf40,0,0,0,0,0,0,1,0.0,0.0
1666,0040961b7e18,0,0,0,0,0,0,1,0.0,0.0
1667,003065d0ea25,0,0,0,0,0,0,1,0.0,0.0
1668,00045adde16c,0,0,0,0,0,0,1,0.0,0.0
1669,0020e00e26fa,0,0,0,0,0,0,1,0.0,0.0
1670,00022dc5605f,0,0,0,0,0,0,1,0.0,0.0
1671,00022de6076b,0,0,0,0,0,0,1,0.0,0.0
1672,00022db1f59a,0,0,0,0,0,0,1,0.0,0.0
1673,00022dacddc2,0,0,0,0,0,0,1,0.0,0.0
1674,00022de4830a,0,0,0,0,0,0,1,0.0,0.0
1675,00022d483f4c,0,0,0,0,0,0,1,0.0,0.0
1676,00022d6c95bc,0,0,0,0,0,0,1,0.0,0.0
1677,00306568b941,0,0,0,0,0,0,1,0.0,0.0
1678,0030654849dc,0,0,0,0,0,0,1,0.0,0.0
1679,00070e727cc5,0,0,0,0,0,0,1,0.0,0.0
1680,00022dc7ac01,0,0,0,0,0,0,1,0.0,0.0
1681,00022dc1b09c,0,0,0,0,0,0,1,0.0,0.0
1682,0030656d60ac,0,0,0,0,0,0,1,0.0,0.0
1683,00022d6f711f,0,0,0,0,0,0,1,0.0,0.0
1684,00022da47277,0,0,0,0,0,0,1,0.0,0.0
1685,00022d696e39,0,0,0,0,0,0,1,0.0,0.0
1686,00022d7a22d0,0,0,0,0,0,0,1,0.0,0.0
1687,00022d1c7eec,0,0,0,0,0,0,1,0.0,0.0
1688,00022da41799,0,0,0,0,0,0,1,0.0,0.0
1689,0030651e4f2d,0,0,0,0,0,0,1,0.0,0.0
1690,00022df5fd00,0,0,0,0,0,0,1,0.0,0.0
1691,00022d3acb3e,0,0,0,0,0,0,1,0.0,0.0
1692,00022d504489,0,0,0,0,0,0,1,0.0,0.0
1693,00022dbf07e3,0,0,0,0,0,0,1,0.0,0.0
1694,00022d160a08,0,0,0,0,0,0,1,0.0,0.0
1695,003065f6a05e,0,0,0,0,0,0,1,0.0,0.0
1696,00022d9af8c2,0,0,0,0,0,0,1,0.0,0.0
1697,00022d34c7af,0,0,0,0,0,0,1,0.0,0.0
1698,0030652c4d60,0,0,0,0,0,0,1,0.0,0.0
1699,00022d12b3e3,0,0,0,0,0,0,1,0.0,0.0
1700,00022d6afeb2,0,0,0,0,0,0,1,0.0,0.0
1701,00070e5468d8,0,0,0,0,0,0,1,0.0,0.0
1702,0030657085d1,0,0,0,0,0,0,1,0.0,0.0
1703,00022d42f3ae,0,0,0,0,0,0,1,0.0,0.0
1704,00022d79f78a,0,0,0,0,0,0,1,0.0,0.0
1705,00070e94a4ee,0,0,0,0,0,0,1,0.0,0.0
1706,00022d7a9252,0,0,0,0,0,0,1,0.0,0.0
1707,00022dfc6e1d,0,0,0,0,0,0,1,0.0,0.0
1708,00022dc20fc5,0,0,0,0,0,0,1,0.0,0.0
1709,00022d05514b,0,0,0,0,0,0,1,0.0,0.0
1710,00022df4c80a,0,0,0,0,0,0,1,0.0,0.0
1711,00022dd7f5dc,0,0,0,0,0,0,1,0.0,0.0
1712,00045a96e64b,0,0,0,0,0,0,1,0.0,0.0
1713,00070eb65ab5,0,0,0,0,0,0,1,0.0,0.0
1714,0020e0659cf5,0,0,0,0,0,0,1,0.0,0.0
1715,003065ab67e9,0,0,0,0,0,0,1,0.0,0.0
1716,003065511c43,0,0,0,0,0,0,1,0.0,0.0
1717,0030654e97d6,0,0,0,0,0,0,1,0.0,0.0
1718,003065696fa5,0,0,0,0,0,0,1,0.0,0.0
1719,0030655cb724,0,0,0,0,0,0,1,0.0,0.0
1720,003065f781c2,0,0,0,0,0,0,1,0.0,0.0
1721,00022d3c05ca,0,0,0,0,0,0,1,0.0,0.0
1722,003065f14f1a,0,0,0,0,0,0,1,0.0,0.0
1723,00070e7b548f,0,0,0,0,0,0,1,0.0,0.0
1724,00070eb17e74,0,0,0,0,0,0,1,0.0,0.0
1725,00070e472d55,0,0,0,0,0,0,1,0.0,0.0
1726,00022d7db0f0,0,0,0,0,0,0,1,0.0,0.0
1727,00070e67bfc8,0,0,0,0,0,0,1,0.0,0.0
1728,00070eb905bb,0,0,0,0,0,0,1,0.0,0.0
1729,00022df949d2,0,0,0,0,0,0,1,0.0,0.0
1730,00070e110ef5,0,0,0,0,0,0,1,0.0,0.0
1731,00022ddcb46c,0,0,0,0,0,0,1,0.0,0.0
1732,00022d979e6e,0,0,0,0,0,0,1,0.0,0.0
1733,00045a793e2c,0,0,0,0,0,0,1,0.0,0.0
1734,00070e19f504,0,0,0,0,0,0,1,0.0,0.0
1735,00022d9c816c,0,0,0,0,0,0,1,0.0,0.0
1736,00022d340276,0,0,0,0,0,0,1,0.0,0.0
1737,0040966050ba,0,0,0,0,0,0,1,0.0,0.0
1738,00022d81b95c,0,0,0,0,0,0,1,0.0,0.0
1739,00306516b973,0,0,0,0,0,0,1,0.0,0.0
1740,004096149494,0,0,0,0,0,0,1,0.0,0.0
1741,00022de78281,0,0,0,0,0,0,1,0.0,0.0
